1. [demostración] Demostrá que si \(\vec{F}\) es conservativo con potencial \(\varphi\), entonces \(\int_{A\to B}\vec{F}\cdot d\lambda = \varphi(B)-\varphi(A)\) (T1 de 2022-11-24).	Sea \(\lambda:[a,b]\to\mathbb{R}^n\) una curva \(C^1\) contenida en el dominio, con \(\lambda(a)=A\), \(\lambda(b)=B\), y \(\vec{F}=\nabla\varphi\).<br><br><b>Paso 1:</b> definí \(h(t) = \varphi(\lambda(t))\). Por <b>regla de la cadena</b>:<br><br>\[h'(t) = \nabla\varphi(\lambda(t))\cdot\lambda'(t) = \vec{F}(\lambda(t))\cdot\lambda'(t)\]<br><br><b>Paso 2:</b> entonces la integral de línea es la integral de \(h'\):<br><br>\[\int_\lambda \vec{F}\cdot d\lambda = \int_a^b \vec{F}(\lambda(t))\cdot\lambda'(t)\,dt = \int_a^b h'(t)\,dt\]<br><br><b>Paso 3:</b> por <b>regla de Barrow</b>:<br><br>\[= h(b) - h(a) = \varphi(\lambda(b)) - \varphi(\lambda(a)) = \varphi(B) - \varphi(A) \quad\blacksquare\]<br><br>La integral no depende de la curva, solo de los extremos. <i>(En el apunte 10 es la Proposición 2 del teorema de equivalencia; esta es la demostración estándar: regla de la cadena + Barrow.)</i><br><i>Fuente: 10-campos-conservativos.md (Prop. 2)</i><br><b>En el final:</b> Es <b>T-A</b> del plan. En el final cayó literal en 2024-03-05 T2a, 2024-12-10 T2a, 2025-09-25 T1a y 2025-12-02 T1a.
2. [enunciado] Enunciá el Teorema de Green (teorema del rotor en el plano) con hipótesis y tesis, incluyendo qué significa orientación positiva.	<b>Hipótesis:</b><br>- \(\vec{F} = (f_1, f_2)\) es un campo vectorial en el plano, definido en un subconjunto de \(\mathbb{R}^2\), de <b>clase \(C^1\)</b> (las derivadas parciales de las funciones componentes son continuas).<br>- \(D\) es una <b>región regular del plano</b> (limitada por curvas regulares que admiten recta tangente en cada punto), incluida dentro del dominio del campo, de modo que \(\vec{F}\) pueda evaluarse en cada punto de \(D\).<br><br><b>Tesis:</b> la integral del campo a lo largo de la curva frontera \(\partial D\), orientada en sentido <b>positivo (antihorario)</b>, es igual a la integral doble del rotor de \(\vec{F}\) sobre \(D\):<br><br>\[\oint_{\partial D} \vec{F} \cdot d\vec{r} = \iint_{D} \operatorname{rot} \vec{F} \, dx \, dy\]<br><br><b>Orientación positiva:</b> la región está orientada en sentido positivo si su borde \(\partial D\) se recorre en sentido <b>antihorario</b> (convención); en sentido horario la orientación es negativa y la circulación cambia de signo. Relaciona una <b>integral de línea</b> sobre una curva cerrada con una <b>integral doble</b>.<br><i>Fuente: 09-rotor-en-el-plano.md</i><br><b>En el final:</b> Es <b>T-B</b> del plan. Enunciarlo fue 2026-05-19 T1a, 2026-03-03 T1a y 2024-12-03 T2a; las tres veces pidieron además la carta siguiente.
3. [enunciado] Enunciá el corolario del Teorema de Green para el cálculo de áreas. ¿Cómo se calcula el área de una región usando una circulación?	Si se elige <b>arbitrariamente</b> un campo vectorial \(\vec{F}\) tal que su rotor valga \(1\):<br><br>\[\operatorname{rot} \vec{F} = 1\]<br><br>entonces por Green la integral doble del rotor sobre \(D\) es la integral de la función unitaria, que es el <b>área</b> de \(D\):<br><br>\[\oint_{\partial D} \vec{F} \cdot d\vec{r} = \iint_{D} 1 \, dx \, dy = \text{área}(D)\]<br><br><b>Conclusión:</b> para calcular el área de una región del plano, se elige un campo cuyo rotor valga \(1\) (por ejemplo \(\vec{F}(x,y) = (0, x)\), cuyo rotor es \(\frac{\partial}{\partial x}(x) - \frac{\partial}{\partial y}(0) = 1\)) y se calcula la circulación de ese campo alrededor del borde de la región, <b>orientado positivamente</b>.<br><i>Fuente: 09-rotor-en-el-plano.md</i><br><b>En el final:</b> Mitad de <b>T-B</b>: «deduzca una fórmula para el área plana». Otra elección válida es \(\vec F=\tfrac12(-y,x)\), que da \(A=\tfrac12\oint x\,dy-y\,dx\). El 2026-02-10 T2a pide <b>dos</b> campos distintos.
4. [enunciado] Enunciá el <b>Teorema del rotor (Stokes)</b>, con hipótesis y tesis.	<b>Hipótesis:</b><br>- \(\vec{F}\) campo vectorial de (un subconjunto de) \(\mathbb{R}^3 \to \mathbb{R}^3\), de <b>clase \(C^1\)</b> (todas sus derivadas parciales continuas).<br>- \(S\) superficie <b>simple y orientable</b> incluida en el dominio del campo, con parametrización \(\sigma\) (sobre una región \(D\) del plano) tal que el <b>borde de \(S\) es una curva regular y simple</b>.<br>- El <b>borde de \(S\) orientado en correspondencia</b> con el campo de versores normales \(\vec{n}\): caminando con la cabeza en la dirección de \(\vec{n}\) y dejando la superficie a la izquierda.<br><br><b>Tesis:</b> la circulación (trabajo) de \(\vec{F}\) a lo largo del borde de \(S\) es igual al <b>flujo del rotor</b> de \(\vec{F}\) a través de \(S\):<br>\[\oint_{\partial S} \vec{F} \cdot d\vec{r} = \iint_{S} \operatorname{rot}\vec{F} \cdot d\vec{S}\]<br><i>Fuente: 16-rotor-en-el-espacio.md</i><br><b>En el final:</b> Es <b>T-C</b> del plan. Enunciarlo fue 2025-02-25 T1a, 2026-07-14 T1a y 2026-07-28 T2a.
5. [enunciado] Enunciá formalmente el <b>Teorema de la Divergencia (Gauss)</b>, con hipótesis y tesis.	<b>Hipótesis:</b><br>- \(\vec{F}: A \subseteq \mathbb{R}^3 \to \mathbb{R}^3\) campo vectorial de <b>clase \(C^1\)</b> (cada función componente tiene derivadas parciales continuas respecto de las tres variables).<br>- \(\Omega\) es una <b>región simple del espacio</b>, incluida dentro del dominio del campo (se puede evaluar \(\vec{F}\) en cualquier punto de la región).<br>- \(\partial\Omega\) es la superficie frontera de \(\Omega\) (superficie simple y orientable por partes, cerrada), <b>orientada en forma positiva</b>: normales hacia el exterior.<br><br><b>Tesis:</b> el flujo del campo a través de la frontera cerrada es igual a la integral triple de la divergencia sobre la región:<br>\[\oiint_{\partial\Omega} \vec{F} \cdot d\vec{S} = \iiint_{\Omega} \operatorname{div}\vec{F}\,dx\,dy\,dz\]<br><br>Relaciona una integral de superficie (flujo por superficie cerrada) con una integral triple.<br><i>Fuente: 15-divergencia.md</i><br><b>En el final:</b> Es <b>T-D</b> del plan. Enunciarlo fue 2025-02-18 T1a, 2026-02-10 T1a y 2026-02-24 T2a.
6. [método] ¿Cuándo conviene calcular un flujo con el <b>Teorema de la Divergencia</b> y cuándo por <b>definición</b> (flujo directo)?	<b>Conviene Gauss cuando:</b><br>- La superficie es <b>cerrada</b> (frontera de una región simple \(\Omega\)) y está orientada con normales al exterior — o se puede cerrar fácilmente.<br>- La frontera tiene <b>varias caras</b> (ej. tetraedro: 4 trozos de plano): calcular el flujo cara por cara y sumar es laborioso; con Gauss es una sola integral triple.<br>- La <b>divergencia es simple</b> (constante o factorizable). Si \(\operatorname{div}\vec{F} = c\) constante: \(\oiint_{\partial\Omega} \vec{F}\cdot d\vec{S} = c \cdot V_\Omega\) (constante por volumen). Ej.: \(\vec{F}=(x,y,z)\) por el tetraedro de \(x+y+z=1\) en el primer octante: \(3 \cdot \frac{1}{6} = \frac{1}{2}\).<br>- La región y el integrando sugieren esféricas/cilíndricas (ej. \(\vec{F}=(x^3,y^3,z^3)\) por esfera de radio \(R\): \(\operatorname{div} = 3(x^2+y^2+z^2) = 3\rho^2\), resultado \(\frac{12}{5}\pi R^5\)).<br><br><b>Flujo directo (definición) cuando:</b><br>- La superficie es <b>abierta</b> (no encierra región) y no conviene cerrarla.<br>- El campo <b>no está definido en algún punto interior</b> de la región (ej. carga en el origen): Gauss no se puede aplicar directamente sobre esa región.<br><i>Fuente: 15-divergencia.md</i><br><b>En el final:</b> Complemento de <b>T-D</b>: el 2026-02-10 T1a pregunta si Gauss se aplica *en forma directa* a x²−2x+y²=0, −1≤z≤1 — es un cilindro <b>abierto</b>, así que no: hay que cerrarlo con las tapas y restar.
7. [enunciado] Definí <b>región simple del espacio</b> y <b>orientación positiva de su frontera</b> (las hipótesis geométricas del Teorema de la Divergencia).	<b>Región simple del espacio</b> (\(\mathbb{R}^3\)): región de integración del espacio tridimensional (donde se podrían resolver integrales triples) encerrada por superficies, de manera tal que toda su frontera es una <b>superficie simple y orientable por partes</b>. Imagen: un dado — sólido macizo cuyas seis caras, unidas, forman la superficie que lo encierra.<br><br><b>Orientación positiva de la frontera:</b> la superficie que envuelve a la región está orientada en forma positiva si sus vectores normales apuntan <b>hacia el exterior</b> de la región.<br><br><b>Superficie simple y orientable por partes:</b> varias superficies simples y orientables <b>pegadas en sus bordes</b>; las orientaciones son coherentes cuando en la curva de unión de dos piezas las orientaciones inducidas en los bordes son <b>opuestas</b> (ej. dado: los seis normales todos hacia el exterior, o todos hacia el interior).<br><i>Fuente: 15-divergencia.md</i><br><b>En el final:</b> Las hipótesis geométricas que suelen faltar cuando se enuncia Gauss de memoria.
8. [enunciado] ¿Cuándo un campo vectorial \(\vec{F}\) es <b>conservativo</b>? Definí función potencial (primitiva).	\(\vec{F}: A\subseteq\mathbb{R}^n \to \mathbb{R}^n\) es <b>conservativo</b> si existe un campo escalar \(\varphi\) tal que su gradiente es el campo:<br><br>\[\nabla\varphi = \vec{F}\]<br><br>Esa \(\varphi\) se llama <b>función primitiva o potencial</b> de \(\vec{F}\).<br><br>Ejemplo: \(\varphi(x,y)=xy\) es potencial de \(\vec{F}=(y,x)\), porque \(\nabla\varphi = (y,x) = \vec{F}\).<br><i>Fuente: 10-campos-conservativos.md</i><br><b>En el final:</b> Definir función potencial fue 2025-07-15 T2a y 2025-12-09 T2a, ambas seguidas de «hallar la línea equipotencial»: es la curva de nivel \(\varphi=k\) del potencial.
9. [demostración] <b>El T1 más tomado:</b> enunciá y demostrá la condición NECESARIA para que \(\vec{F}=(f_1,f_2)\) admita función potencial. Indicá las hipótesis.	<b>Enunciado.</b> Hipótesis: \(\vec{F}=(f_1,f_2)\) de clase \(C^1\) y conservativo. Tesis:<br><br>\[\frac{\partial f_1}{\partial y} = \frac{\partial f_2}{\partial x}\]<br><br><b>Demostración.</b><br><br><b>Paso 1:</b> \(\vec{F}\) conservativo \(\Rightarrow\) existe \(\varphi\) con \(\nabla\varphi=\vec{F}\), es decir \(\dfrac{\partial\varphi}{\partial x}=f_1\) y \(\dfrac{\partial\varphi}{\partial y}=f_2\).<br><br><b>Paso 2:</b> derivar la primera respecto de \(y\) y la segunda respecto de \(x\):<br><br>\[\frac{\partial^2\varphi}{\partial y\,\partial x} = \frac{\partial f_1}{\partial y}, \qquad \frac{\partial^2\varphi}{\partial x\,\partial y} = \frac{\partial f_2}{\partial x}\]<br><br><b>Paso 3:</b> como \(\vec{F}\in C^1\), \(\varphi\in C^2\), y por el <b>teorema de Schwarz</b> las derivadas cruzadas coinciden.<br><br><b>Paso 4:</b> por lo tanto \(\dfrac{\partial f_1}{\partial y} = \dfrac{\partial f_2}{\partial x}\). \(\blacksquare\)<br><br>Ojo: es solo <b>necesaria</b> — cumplirla NO garantiza que el campo sea conservativo (ver la carta del contraejemplo).<br><i>Fuente: 10-campos-conservativos.md</i><br><b>En el final:</b> Fue el 2024-05-10 T1 del final (enunciar, demostrar y dar un ejemplo).
10. [enunciado] Contraejemplo clave: \(\vec{F} = \left(\dfrac{-y}{x^2+y^2},\ \dfrac{x}{x^2+y^2}\right)\) en \(\mathbb{R}^2-\{(0,0)\}\). ¿Cumple la condición necesaria? ¿Es conservativo?	<b>Cumple</b> la condición necesaria: ambas derivadas cruzadas dan \(\dfrac{y^2-x^2}{(x^2+y^2)^2}\).<br><br><b>Pero NO es conservativo:</b> sobre una circunferencia de radio \(r\) centrada en el origen,<br><br>\[\oint \vec{F}\cdot d\lambda = \int_0^{2\pi}(\sin^2 t + \cos^2 t)\,dt = 2\pi \neq 0\]<br><br><b>Moraleja de examen:</b> cuando el dominio tiene agujeros, la condición necesaria no alcanza — hay que chequear la circulación alrededor del agujero.<br><i>Fuente: 10-campos-conservativos.md (Ej. 4)</i><br><b>En el final:</b> Este campo es exactamente el del 2025-12-09 T2b: allí lo restringen a \(y>0\) (sin agujero) y por eso sí admite potencial con \(\varphi(1,1)=\pi/4\).
