¿Cuándo un campo vectorial \(\vec{F}\) es <b>conservativo</b>? Definí función potencial (primitiva).	\(\vec{F}: A\subseteq\mathbb{R}^n \to \mathbb{R}^n\) es <b>conservativo</b> si existe un campo escalar \(\varphi\) tal que su gradiente es el campo:<br><br>\[\nabla\varphi = \vec{F}\]<br><br>Esa \(\varphi\) se llama <b>función primitiva o potencial</b> de \(\vec{F}\).<br><br>Ejemplo: \(\varphi(x,y)=xy\) es potencial de \(\vec{F}=(y,x)\), porque \(\nabla\varphi = (y,x) = \vec{F}\).<br><i>Fuente: 10-campos-conservativos.md</i>
Teorema de las <b>tres proposiciones equivalentes</b> para un campo \(\vec{F}\) continuo: enuncialas y decí la consecuencia práctica.	Si \(\vec{F}\) es continuo, son <b>equivalentes</b> (o valen las tres o ninguna):<br><br>1. \(\vec{F}\) es conservativo (\(\vec{F} = \nabla\varphi\)).<br>2. \(\int_\lambda \vec{F}\cdot d\lambda = \varphi(B) - \varphi(A)\) para toda curva contenida en el dominio: la integral depende <b>solo de los extremos</b> (independencia del camino).<br>3. \(\oint \vec{F}\cdot d\lambda = 0\) sobre <b>cualquier</b> curva cerrada contenida en el dominio.<br><br><b>Consecuencia práctica:</b> una circulación cerrada \(\neq 0\), o dos caminos con los mismos extremos e integrales distintas, prueban que \(\vec{F}\) <b>no</b> es conservativo.<br><i>Fuente: 10-campos-conservativos.md</i>
<b>El T1 más tomado:</b> enunciá y demostrá la condición NECESARIA para que \(\vec{F}=(f_1,f_2)\) admita función potencial. Indicá las hipótesis.	<b>Enunciado.</b> Hipótesis: \(\vec{F}=(f_1,f_2)\) de clase \(C^1\) y conservativo. Tesis:<br><br>\[\frac{\partial f_1}{\partial y} = \frac{\partial f_2}{\partial x}\]<br><br><b>Demostración.</b><br><br><b>Paso 1:</b> \(\vec{F}\) conservativo \(\Rightarrow\) existe \(\varphi\) con \(\nabla\varphi=\vec{F}\), es decir \(\dfrac{\partial\varphi}{\partial x}=f_1\) y \(\dfrac{\partial\varphi}{\partial y}=f_2\).<br><br><b>Paso 2:</b> derivar la primera respecto de \(y\) y la segunda respecto de \(x\):<br><br>\[\frac{\partial^2\varphi}{\partial y\,\partial x} = \frac{\partial f_1}{\partial y}, \qquad \frac{\partial^2\varphi}{\partial x\,\partial y} = \frac{\partial f_2}{\partial x}\]<br><br><b>Paso 3:</b> como \(\vec{F}\in C^1\), \(\varphi\in C^2\), y por el <b>teorema de Schwarz</b> las derivadas cruzadas coinciden.<br><br><b>Paso 4:</b> por lo tanto \(\dfrac{\partial f_1}{\partial y} = \dfrac{\partial f_2}{\partial x}\). \(\blacksquare\)<br><br>Ojo: es solo <b>necesaria</b> — cumplirla NO garantiza que el campo sea conservativo (ver la carta del contraejemplo).<br><i>Fuente: 10-campos-conservativos.md</i>
Condición SUFICIENTE para que \(\vec{F}=(f_1,f_2)\) sea conservativo. ¿Vale el recíproco?	Si \(\vec{F}\in C^1\), cumple la condición necesaria \(\dfrac{\partial f_1}{\partial y}=\dfrac{\partial f_2}{\partial x}\) <b>y</b> su dominio es <b>simplemente conexo</b> (sin agujeros) \(\Rightarrow\) \(\vec{F}\) es conservativo.<br><br><b>El recíproco NO vale:</b> un campo conservativo puede tener dominio no simplemente conexo. Ejemplo del apunte: \(\vec{F} = \left(\dfrac{x}{\sqrt{x^2+y^2}},\ \dfrac{y}{\sqrt{x^2+y^2}}\right)\) con dominio \(\mathbb{R}^2-\{(0,0)\}\) es conservativo (su potencial es \(\sqrt{x^2+y^2}+C\)).<br><i>Fuente: 10-campos-conservativos.md</i>
Demostrá que si \(\vec{F}\) es conservativo con potencial \(\varphi\), entonces \(\int_{A\to B}\vec{F}\cdot d\lambda = \varphi(B)-\varphi(A)\) (T1 de 2022-11-24).	Sea \(\lambda:[a,b]\to\mathbb{R}^n\) una curva \(C^1\) contenida en el dominio, con \(\lambda(a)=A\), \(\lambda(b)=B\), y \(\vec{F}=\nabla\varphi\).<br><br><b>Paso 1:</b> definí \(h(t) = \varphi(\lambda(t))\). Por <b>regla de la cadena</b>:<br><br>\[h'(t) = \nabla\varphi(\lambda(t))\cdot\lambda'(t) = \vec{F}(\lambda(t))\cdot\lambda'(t)\]<br><br><b>Paso 2:</b> entonces la integral de línea es la integral de \(h'\):<br><br>\[\int_\lambda \vec{F}\cdot d\lambda = \int_a^b \vec{F}(\lambda(t))\cdot\lambda'(t)\,dt = \int_a^b h'(t)\,dt\]<br><br><b>Paso 3:</b> por <b>regla de Barrow</b>:<br><br>\[= h(b) - h(a) = \varphi(\lambda(b)) - \varphi(\lambda(a)) = \varphi(B) - \varphi(A) \quad\blacksquare\]<br><br>La integral no depende de la curva, solo de los extremos. <i>(En el apunte 10 es la Proposición 2 del teorema de equivalencia; esta es la demostración estándar: regla de la cadena + Barrow.)</i><br><i>Fuente: 10-campos-conservativos.md (Prop. 2)</i>
Método práctico completo para decidir si \(\vec{F}=(f_1,f_2)\) es conservativo (con y sin agujeros en el dominio).	<b>Paso 1 — condición necesaria:</b> ¿\(\dfrac{\partial f_1}{\partial y} = \dfrac{\partial f_2}{\partial x}\)? Si <b>no</b> \(\Rightarrow\) no es conservativo, fin.<br><br><b>Paso 2 — mirar el dominio</b> (si la condición se cumplió):<br><br>- Dominio <b>sin agujeros</b> (simplemente conexo) \(\Rightarrow\) <b>ES conservativo</b> (sobre cualquier curva cerrada se aplica Green y el rotor es \(0\)).<br>- Dominio <b>con agujero</b> \(\Rightarrow\) calcular la circulación sobre una curva cerrada que encierre el agujero (una circunferencia): si da \(\neq 0\) \(\Rightarrow\) NO es conservativo; si da \(0\) \(\Rightarrow\) SÍ lo es.<br><i>Fuente: 10-campos-conservativos.md</i>
Contraejemplo clave: \(\vec{F} = \left(\dfrac{-y}{x^2+y^2},\ \dfrac{x}{x^2+y^2}\right)\) en \(\mathbb{R}^2-\{(0,0)\}\). ¿Cumple la condición necesaria? ¿Es conservativo?	<b>Cumple</b> la condición necesaria: ambas derivadas cruzadas dan \(\dfrac{y^2-x^2}{(x^2+y^2)^2}\).<br><br><b>Pero NO es conservativo:</b> sobre una circunferencia de radio \(r\) centrada en el origen,<br><br>\[\oint \vec{F}\cdot d\lambda = \int_0^{2\pi}(\sin^2 t + \cos^2 t)\,dt = 2\pi \neq 0\]<br><br><b>Moraleja de examen:</b> cuando el dominio tiene agujeros, la condición necesaria no alcanza — hay que chequear la circulación alrededor del agujero.<br><i>Fuente: 10-campos-conservativos.md (Ej. 4)</i>
<b>Método 1</b> para calcular la función potencial (ecuación diferencial total exacta): pasos.	Sabiendo que \(\vec{F}=(f_1,f_2)\) es conservativo (\(g'_x = f_1\), \(g'_y = f_2\)):<br><br><b>Paso 1:</b> integrar \(f_1\) respecto de \(x\): \(g = \int f_1\,dx + h(y)\) — la "constante" de integración es una <b>función de \(y\)</b>.<br><br><b>Paso 2:</b> derivar esa \(g\) respecto de \(y\).<br><br><b>Paso 3:</b> comparar con \(f_2\) \(\Rightarrow\) despejar \(h'(y)\).<br><br><b>Paso 4:</b> integrar \(h'(y)\) para obtener \(h(y)\). Resultado: \(g(x,y) = \dots + C\).<br><br><b>Verificación (recomendada en el examen):</b> calcular \(\nabla g\) y comprobar que da \(\vec{F}\).<br><i>Fuente: 11-función-potencial.md</i>
<b>Método 2</b> para calcular la función potencial (integral de línea): fórmula y limitación.	Por independencia del camino, se integra sobre el <b>segmento</b> \(\vec{r}(t)=(tx,\,ty)\), \(t\in[0,1]\), con \(\vec{r}\,'(t)=(x,y)\):<br><br>\[g(x,y) = \int_0^1 \vec{F}(tx,\,ty)\cdot(x,y)\,dt + C\]<br><br>(\(C = g(0,0)\) queda como constante arbitraria).<br><br><b>Limitación:</b> el segmento del origen a \((x,y)\) debe estar <b>incluido en el dominio</b> del campo. Si \((0,0)\) no pertenece al dominio (p. ej. dominio \(\mathbb{R}^2-\{(0,0)\}\)), este método con ese punto base <b>no se puede aplicar</b>.<br><i>Fuente: 11-función-potencial.md</i>
El clásico del parcial: «verificar que \(\vec{F}\) es conservativo y calcular su potencial sabiendo que vale \(k\) en el punto \(P\)». Pasos.	<b>Paso 1:</b> condición necesaria (y dominio simplemente conexo, típicamente \(\mathbb{R}^2\)) \(\Rightarrow\) conservativo.<br><br><b>Paso 2:</b> potencial genérico \(\varphi(x,y)+C\) por el método 1 (o el 2).<br><br><b>Paso 3:</b> imponer \(\varphi(P)=k\) \(\Rightarrow\) despejar \(C\).<br><br><b>Paso 4:</b> escribir el potencial final (y evaluarlo en otro punto si lo piden).<br><br>Con esta mecánica exacta cae en <b>2015-11-25, 2019-11-21, 2022-07-15 y 2022-11-24</b>.<br><i>Fuente: 10/11 + banco del INDICE</i>
Coordenadas cilíndricas: escribí la transformación completa, el rango de cada variable y su jacobiano.	Combinan polares en el plano \(xy\) con la altura \(z\) sin cambios:<br><br>\[x = \rho\cos\varphi, \quad y = \rho\sin\varphi, \quad z = z\]<br><br>con \(\rho \ge 0\) y \(\varphi \in [0, 2\pi]\).<br><br><b>Jacobiano:</b><br><br>\[J = \rho, \qquad |J| = \rho\]<br><br>(se obtiene desarrollando el determinante \(3\times 3\) por la columna de \(z\), que tiene muchos ceros; equivale al jacobiano de las polares).<br><br><b>Cuándo usarlas:</b> simetría respecto del eje \(z\) (aparece \(x^2+y^2\) en la región o el integrando). Al transformar: \(x^2+y^2 = \rho^2\) y \(\sqrt{x^2+y^2} = \rho\) (pues \(\rho \ge 0\)).<br><i>Fuente: 04-integrales-triples-i.md</i>
